z,zt,i,zerr
0.8453892469406128,0.8235429,24.88526595683312,0.011980166159300571
0.7306206226348877,0.73388636,21.34047126083062,-0.0018834783181016918
0.16501058638095856,0.22898225,23.5988725117277,-0.05205255293072088
0.518536388874054,0.54330605,21.82252380554097,-0.016049740183384904
0.27386999130249023,0.2339126,22.90630990338095,0.03238267548486841
0.292481005191803,0.27612138,22.713260482034062,0.01281980338876773
0.8293801546096802,0.84127605,22.21253207787891,-0.006460680021510016
0.056812167167663574,0.031905953,20.880076577063758,0.024136128002028856
0.8746780157089233,0.8752848,24.67004412343899,-0.00032356914057887857
0.8569256067276001,0.8540815,23.67412557310957,0.0015339707168212664
0.27237018942832947,0.27322587,23.15990314885392,-0.0006720571674140693
0.5892477631568909,0.5709054,24.76923829624649,0.011676300276828167
0.6386423110961914,0.67090875,24.018291994836865,-0.01931071275065658
0.39225876331329346,0.479426,23.47420655545897,-0.058919632808066474
0.10426054894924164,0.038601242,23.191111788724875,0.06321897595924658
0.1558825671672821,0.12471282,22.864229789556383,0.027713516386593782
0.29221707582473755,0.27733865,19.77706525877435,0.011647988436533672
0.23269037902355194,0.21069887,22.31452233626947,0.018164309531033037
0.28173595666885376,0.37476385,23.86115713270876,-0.0676682714134113
0.6243736147880554,0.57903385,24.82934291624158,0.028713611673401085
0.6974465250968933,0.6867669,23.39454228345405,0.006331417279348648
0.079689159989357,0.06421345,21.263303558095053,0.014541922947278095
0.8224326968193054,0.8164936,23.218449848458697,0.003269539083047349
0.37530654668807983,0.37154454,21.75531093010779,0.002742897936132541
0.32368671894073486,0.2865419,21.7448375120209,0.028871829934753658
0.6781148910522461,0.6871031,22.401413552915862,-0.005327599094420414
0.7040722370147705,0.7040323,23.793985615023253,2.3436770987529123e-05
0.9080494046211243,0.94854325,23.9034253580757,-0.02078159947379956
0.2244328260421753,0.1963193,21.024001105131283,0.023500018801147226
0.327149897813797,0.24738711,23.965366969192324,0.06394389293777214
0.34583431482315063,0.31094706,22.228502349753903,0.026612252994526443
0.13596230745315552,0.10926448,23.138988964190737,0.024068045028499893
0.362472802400589,0.3112688,18.862156197800765,0.039049203641990854
0.6077672839164734,0.61382645,23.48782281447574,-0.0037545338803479365
0.5374449491500854,0.5798253,23.36398056923496,-0.026825973004682566
0.44851475954055786,0.45269638,22.75890726578769,-0.0028785233562997853
0.36074814200401306,0.47362635,24.005871299049893,-0.07659893432007843
0.42899417877197266,0.4517942,22.33442293722764,-0.015704719875604494
0.4526018798351288,0.4320167,24.55930735286301,0.014374957942270374
0.4310453236103058,0.47124445,23.26180999106865,-0.02732321361667274
0.3203061521053314,0.2407059,21.968304951375053,0.06415722864325173
0.37321120500564575,0.3573293,24.411025070955368,0.01170084886964846
0.1416606307029724,0.16107446,22.284451006716004,-0.016720572164706467
0.16190209984779358,0.16018754,24.947569162176784,0.0014778299099760975
0.38012176752090454,0.35622674,24.71839753275554,0.0176187556373535
0.21510234475135803,0.16895932,24.71088431479161,0.03947359327385151
0.7788202166557312,0.79982376,24.35235176180121,-0.011669777792170492
0.5810222029685974,0.56911194,22.99388519033962,0.007590448243353135
0.10477845370769501,0.099382326,24.7341940910191,0.004908326775934545
0.939856767654419,0.9669804,24.3423503482798,-0.013789477691583006
0.1860101819038391,0.33904597,24.579323924822937,-0.11428718021992992
0.17888405919075012,0.23042782,24.5236084893432,-0.04189092604330897
0.7603748440742493,0.68461937,24.988102629075108,0.04496889648980429
0.6159834265708923,0.6234886,24.584937685184123,-0.004622867957993431
0.5489767789840698,0.4350923,24.84508139593526,0.07935690198049968
0.4079495370388031,0.49584383,22.97390617445138,-0.05875900357940232
0.9200282096862793,0.9831796,24.84762334954187,-0.03184350540602613
0.14087051153182983,0.119946234,24.811020991691613,0.018683287551311
0.276511549949646,0.2520009,18.128426251242335,0.019577182372349705
0.27702754735946655,0.51947796,21.522094593736405,-0.15956165145069523
0.997663676738739,0.9550586,23.96226325660573,0.021792224917830613
0.16223613917827606,0.22330348,21.627935819077543,-0.04992002542306504
0.924259603023529,0.9620095,23.463989578027583,-0.019240425174531985
0.5793139338493347,0.5838147,22.246627780626905,-0.002841725203500954
0.9162413477897644,0.9682214,22.911245223906697,-0.02640965706918724
0.3350493311882019,0.33295798,24.832799936789293,0.0015689550755395288
0.23210600018501282,0.23778598,19.474065601285226,-0.004588822225137169
0.6622316241264343,0.64637816,24.9321345413862,0.009629296908575544
0.3073602616786957,0.20217934,24.326725608993332,0.08749187261752116
0.7023646235466003,0.6879451,22.24632268741912,0.008542649607857724
0.7358477115631104,0.6887262,24.685012753050465,0.027903582927244448
0.3129807114601135,0.29905966,18.851732070430774,0.010716252600833991
0.9447903037071228,0.93464804,24.065559664327417,0.005242433505953254
0.09341754019260406,0.045924973,19.71089586290108,0.045407240881133515
0.07650744169950485,0.057857152,22.021593198195497,0.01763025344607667
0.34083229303359985,0.3301388,24.888923719310704,0.008039381328925855
0.7396488189697266,0.7301244,22.681891111573783,0.005505048636807015
0.15248499810695648,0.18784586,24.55021378128404,-0.029768897702807606
0.45673948526382446,0.48095596,23.424530858420106,-0.016351920914768833
0.09016427397727966,0.16802628,21.001861560551998,-0.06666117651284381
0.20272196829319,0.22529034,24.153240100341584,-0.0184187950970135
0.1471875160932541,0.083150566,22.989758039569036,0.05912100506002421
0.08223596215248108,0.10413818,23.06273327723488,-0.019836482647053212
0.1683702915906906,0.13034265,21.68038091320694,0.03364257872662826
0.6799211502075195,0.66830385,23.39216501766885,0.006963539769760466
0.14860475063323975,0.094177276,24.384826793388942,0.04974283036859536
0.1548163890838623,0.12280052,23.47836140252908,0.02851429841149549
0.7863816618919373,0.837233,24.100091470607985,-0.027678219424570945
0.08151647448539734,0.059342638,23.088198181429583,0.020931694515063347
0.29797685146331787,0.27613357,23.204685048195596,0.017116767379858108
0.5450018048286438,0.19570765,24.91062064732396,0.29212337549955775
0.2163437455892563,0.13455996,20.41434350252876,0.07208414581214048
0.10944177210330963,0.13455985,22.83553332389612,-0.022139050572510897
0.3900678753852844,0.37119818,19.759358045949263,0.013761464725167908
0.2341121882200241,0.18464568,22.962336653586043,0.04175637412531999
0.17885148525238037,0.15414493,19.708357547362176,0.021406804821627
0.2808350920677185,0.28325254,21.701508348742287,-0.0018838442605237247
0.11522290110588074,0.14843345,21.18396400290019,-0.028918130949703056
0.8817073702812195,0.8577583,24.803625763598863,0.012891381123809007
0.65335613489151,0.59272265,24.647900289208245,0.0380690793161697
0.6643339991569519,0.68181163,21.596388299006456,-0.01039214531002387
0.37276601791381836,0.2460634,23.897064731391986,0.10168232042913578
0.6497429609298706,0.65163743,24.91071439939721,-0.0011470247862627795
0.4437669515609741,0.45013916,24.90119702214522,-0.004394204787232876
0.19003348052501678,0.24188462,23.046110318373017,-0.041751978114507295
0.7829726934432983,0.80527097,22.36330813727367,-0.012351761551176824
